t1,rx,ry,rz,qx,qy,qz,qw,t2,th1,th2,th3,th4,th5,th6
120.1,-0.301777,-0.189514,0.728257,0.432848,0.855442,0.154695,0.238601,120.1,-2.66596,-0.969495,-0.0703717,2.32101,2.85131,0.757124
120.2,0.33963,0.115374,-0.170454,0.649074,-0.617467,-0.33548,0.291361,120.2,0.245673,-0.568,2.1677,-1.917,-2.89655,-1.22711
120.3,0.33963,0.115374,-0.170454,0.649074,-0.617467,-0.33548,0.291361,120.3,0.245673,-0.568,2.1677,-1.917,-2.89655,-1.22711
120.4,0.290402,-0.194744,0.247259,0.346632,-0.632748,0.69218,-0.0190704,120.4,3.0109,2.67727,1.92705,1.09642,0.976407,1.87804
120.5,0.290402,-0.194744,0.247259,0.346632,-0.632748,0.69218,-0.0190704,120.5,3.0109,2.67727,1.92705,1.09642,0.976407,1.87804
120.6,0.290402,-0.194744,0.247259,0.346632,-0.632748,0.69218,-0.0190704,120.6,3.0109,2.67727,1.92705,1.09642,0.976407,1.87804
120.7,-0.345079,0.101666,-0.466976,0.869225,0.411807,0.207061,-0.178853,120.7,0.155823,1.61666,0.838177,0.0370708,-0.994628,-2.58553
120.8,-0.345079,0.101666,-0.466976,0.869225,0.411807,0.207061,-0.178853,120.8,0.155823,1.61666,0.838177,0.0370708,-0.994628,-2.58553
120.9,-0.0164883,-0.089471,0.199466,0.0772779,0.108635,0.827138,0.545957,120.9,2.38384,-0.97892,-2.55097,-2.76334,1.98109,-2.87833
121,-0.0164883,-0.089471,0.199466,0.0772779,0.108635,0.827138,0.545957,121,2.38384,-0.97892,-2.55097,-2.76334,1.98109,-2.87833
121.1,0.108041,-0.140322,0.172311,0.039888,-0.719393,-0.0970546,0.686632,121.1,3.01279,3.02724,3.1328,1.72348,-1.3735,-3.09698
121.2,0.108041,-0.140322,0.172311,0.039888,-0.719393,-0.0970546,0.686632,121.2,3.01279,3.02724,3.1328,1.72348,-1.3735,-3.09698
121.3,-0.0879658,0.3728,0.587579,-0.59359,0.269747,0.569242,0.500851,121.3,1.55886,-1.82464,1.45833,-1.46524,-1.77563,-0.439195
121.4,-0.0879658,0.3728,0.587579,-0.59359,0.269747,0.569242,0.500851,121.4,1.55886,-1.82464,1.45833,-1.46524,-1.77563,-0.439195
121.5,-0.0879658,0.3728,0.587579,-0.59359,0.269747,0.569242,0.500851,121.5,1.55886,-1.82464,1.45833,-1.46524,-1.77563,-0.439195
121.6,0.219888,0.842326,-0.0311575,0.14896,0.251128,0.931992,0.214793,121.6,1.09516,0.507681,-0.731991,-1.18815,0.172788,-1.16113
121.7,0.219888,0.842326,-0.0311575,0.14896,0.251128,0.931992,0.214793,121.7,1.09516,0.507681,-0.731991,-1.18815,0.172788,-1.16113
121.8,0.167315,-0.0424835,0.272624,-0.0668838,-0.255211,0.0450126,0.963518,121.8,-1.9968,-2.37693,2.59558,0.585593,-0.740159,2.31284
121.9,0.167315,-0.0424835,0.272624,-0.0668838,-0.255211,0.0450126,0.963518,121.9,-1.9968,-2.37693,2.59558,0.585593,-0.740159,2.31284
122,0.0714849,0.0787046,0.0205099,-0.480619,0.417141,0.770821,-0.02887,122,-1.62546,2.99205,3.01781,1.25978,2.10738,-1.18878
122.1,0.0714849,0.0787046,0.0205099,-0.480619,0.417141,0.770821,-0.02887,122.1,-1.62546,2.99205,3.01781,1.25978,2.10738,-1.18878
122.2,0.0714849,0.0787046,0.0205099,-0.480619,0.417141,0.770821,-0.02887,122.2,-1.62546,2.99205,3.01781,1.25978,2.10738,-1.18878
122.3,-0.131482,-0.125107,-0.0912126,-0.410159,0.185174,-0.345413,0.823511,122.3,0.914203,-2.41337,-2.65402,-1.36094,-2.99142,2.06465
122.4,-0.131482,-0.125107,-0.0912126,-0.410159,0.185174,-0.345413,0.823511,122.4,0.914203,-2.41337,-2.65402,-1.36094,-2.99142,2.06465
122.5,0.0929894,-0.103109,-0.0623806,-0.525845,0.156125,0.158312,0.821005,122.5,-2.72627,2.31347,-3.11332,0.344319,-1.29119,2.16016
122.6,0.0929894,-0.103109,-0.0623806,-0.525845,0.156125,0.158312,0.821005,122.6,-2.72627,2.31347,-3.11332,0.344319,-1.29119,2.16016
122.7,0.449375,-0.538389,0.481661,0.35712,0.597329,-0.366874,0.617306,122.7,-1.0317,-1.0317,0.755239,-1.32575,-1.56954,0.043354
122.8,0.449375,-0.538389,0.481661,0.35712,0.597329,-0.366874,0.617306,122.8,-1.0317,-1.0317,0.755239,-1.32575,-1.56954,0.043354
122.9,-0.00502455,0.0385337,0.192478,-0.262388,0.48761,0.758325,-0.343994,122.9,-0.178442,0.304106,-3.07562,-0.500142,2.63894,1.05872
123,-0.00502455,0.0385337,0.192478,-0.262388,0.48761,0.758325,-0.343994,123,-0.178442,0.304106,-3.07562,-0.500142,2.63894,1.05872
123.1,-0.00502455,0.0385337,0.192478,-0.262388,0.48761,0.758325,-0.343994,123.1,-0.178442,0.304106,-3.07562,-0.500142,2.63894,1.05872
123.2,-0.188171,-0.419352,-0.463622,-0.170544,0.889288,-0.412181,0.100936,123.2,-2.12686,1.5664,-1.48974,-0.0289027,2.18781,0.903522
123.3,-0.188171,-0.419352,-0.463622,-0.170544,0.889288,-0.412181,0.100936,123.3,-2.12686,1.5664,-1.48974,-0.0289027,2.18781,0.903522
123.4,-0.240711,-0.589269,-0.590687,0.697123,-0.464391,0.304476,-0.453493,123.4,-2.2475,0.781,0.0370708,-0.824982,0.50077,1.16176
123.5,-0.240711,-0.589269,-0.590687,0.697123,-0.464391,0.304476,-0.453493,123.5,-2.2475,0.781,0.0370708,-0.824982,0.50077,1.16176
123.6,-0.412652,0.282808,0.0428499,0.21446,0.183673,0.933165,-0.22243,123.6,2.17335,-0.882788,2.21294,-2.54092,0.540982,-1.69834
123.7,-0.412652,0.282808,0.0428499,0.21446,0.183673,0.933165,-0.22243,123.7,2.17335,-0.882788,2.21294,-2.54092,0.540982,-1.69834
123.8,-0.412652,0.282808,0.0428499,0.21446,0.183673,0.933165,-0.22243,123.8,2.17335,-0.882788,2.21294,-2.54092,0.540982,-1.69834
123.9,0.0259361,-0.309899,-0.503903,-0.324843,0.0547708,0.857802,-0.394528,123.9,2.25881,1.1272,1.45581,-0.56423,0.606956,1.4621
124,0.0259361,-0.309899,-0.503903,-0.324843,0.0547708,0.857802,-0.394528,124,2.25881,1.1272,1.45581,-0.56423,0.606956,1.4621
124.1,-0.013136,-0.410517,0.514713,-0.0877179,-0.352433,-0.763845,0.533514,124.1,1.94904,2.95875,1.80893,-0.875248,0.84446,-0.0113097
124.2,-0.013136,-0.410517,0.514713,-0.0877179,-0.352433,-0.763845,0.533514,124.2,1.94904,2.95875,1.80893,-0.875248,0.84446,-0.0113097
124.3,0.110328,0.0361429,0.49245,0.131376,0.380624,0.568348,0.717528,124.3,-2.1589,-2.52647,1.74798,0.316673,-2.04266,-2.62072
124.4,0.110328,0.0361429,0.49245,0.131376,0.380624,0.568348,0.717528,124.4,-2.1589,-2.52647,1.74798,0.316673,-2.04266,-2.62072
124.5,0.110328,0.0361429,0.49245,0.131376,0.380624,0.568348,0.717528,124.5,-2.1589,-2.52647,1.74798,0.316673,-2.04266,-2.62072
124.6,0.400536,0.457891,-0.364426,0.446991,-0.0155236,-0.200461,0.87165,124.6,-1.97104,2.98011,-1.24847,-0.00753982,0.154566,2.3342
124.7,0.400536,0.457891,-0.364426,0.446991,-0.0155236,-0.200461,0.87165,124.7,-1.97104,2.98011,-1.24847,-0.00753982,0.154566,2.3342
124.8,0.030514,0.0840595,0.350282,-0.480953,0.465758,0.00858976,0.742751,124.8,0.578681,-0.596903,-2.41777,1.11904,-2.31033,-0.317929
124.9,0.030514,0.0840595,0.350282,-0.480953,0.465758,0.00858976,0.742751,124.9,0.578681,-0.596903,-2.41777,1.11904,-2.31033,-0.317929
125,-0.0168831,-0.0398365,-0.726676,0.759323,0.0326438,0.101773,0.641876,125,1.87239,1.14731,0.768434,-1.15422,-2.9776,-0.659106
125.1,-0.0168831,-0.0398365,-0.726676,0.759323,0.0326438,0.101773,0.641876,125.1,1.87239,1.14731,0.768434,-1.15422,-2.9776,-0.659106
125.2,-0.0168831,-0.0398365,-0.726676,0.759323,0.0326438,0.101773,0.641876,125.2,1.87239,1.14731,0.768434,-1.15422,-2.9776,-0.659106
125.3,-0.164277,0.0343904,0.305309,0.523269,0.187982,0.507646,0.65814,125.3,2.75329,-2.32729,2.67727,-2.11429,2.84817,2.53024
125.4,-0.164277,0.0343904,0.305309,0.523269,0.187982,0.507646,0.65814,125.4,2.75329,-2.32729,2.67727,-2.11429,2.84817,2.53024
125.5,0.0321765,-0.171028,-0.0202541,-0.427202,0.218709,0.817427,-0.318556,125.5,3.09007,1.3069,2.67538,0.114982,-0.753982,0.0615752
125.6,0.0321765,-0.171028,-0.0202541,-0.427202,0.218709,0.817427,-0.318556,125.6,3.09007,1.3069,2.67538,0.114982,-0.753982,0.0615752
125.7,0.736025,-0.508449,0.139176,0.0623972,-0.123129,-0.563008,0.814842,125.7,2.72627,-2.91414,-0.13446,-3.04609,-0.76969,-3.03289
125.8,0.736025,-0.508449,0.139176,0.0623972,-0.123129,-0.563008,0.814842,125.8,2.72627,-2.91414,-0.13446,-3.04609,-0.76969,-3.03289
125.9,0.0605682,0.464687,0.650905,0.626373,-0.218144,-0.60612,0.438963,125.9,-1.45204,-2.67601,0.582451,-0.442336,-1.49728,1.3735
126,0.0605682,0.464687,0.650905,0.626373,-0.218144,-0.60612,0.438963,126,-1.45204,-2.67601,0.582451,-0.442336,-1.49728,1.3735
126.1,0.0605682,0.464687,0.650905,0.626373,-0.218144,-0.60612,0.438963,126.1,-1.45204,-2.67601,0.582451,-0.442336,-1.49728,1.3735
126.2,-0.0197811,-0.233786,-0.443775,-0.521884,0.782541,0.298117,0.162458,126.2,2.32038,0.843832,1.74044,-0.593133,0.667903,-2.45673
126.3,-0.0197811,-0.233786,-0.443775,-0.521884,0.782541,0.298117,0.162458,126.3,2.32038,0.843832,1.74044,-0.593133,0.667903,-2.45673
126.4,0.425546,0.649103,0.372111,-0.00857543,0.127605,0.0299293,0.991336,126.4,-1.91386,2.96378,1.04992,-1.4621,0.473124,0.527788
126.5,0.425546,0.649103,0.372111,-0.00857543,0.127605,0.0299293,0.991336,126.5,-1.91386,2.96378,1.04992,-1.4621,0.473124,0.527788
126.6,-0.103693,0.0712663,0.429372,0.861278,0.0887462,-0.499561,0.027621,126.6,1.96538,-0.175301,-1.96852,-2.48688,2.08979,1.81647
126.7,-0.103693,0.0712663,0.429372,0.861278,0.0887462,-0.499561,0.027621,126.7,1.96538,-0.175301,-1.96852,-2.48688,2.08979,1.81647
126.8,-0.103693,0.0712663,0.429372,0.861278,0.0887462,-0.499561,0.027621,126.8,1.96538,-0.175301,-1.96852,-2.48688,2.08979,1.81647
126.9,0.431695,0.399426,0.488601,-0.600186,0.715301,-0.16326,-0.318539,126.9,-2.15765,-2.45044,-0.318557,1.99805,1.20888,0.133832
127,0.431695,0.399426,0.488601,-0.600186,0.715301,-0.16326,-0.318539,127,-2.15765,-2.45044,-0.318557,1.99805,1.20888,0.133832
127.1,-0.134086,0.266612,-0.0805428,-0.693129,-0.0759756,0.496918,0.516596,127.1,-0.48569,-2.50699,-2.67915,0.234991,0.679212,0.338035
127.2,-0.134086,0.266612,-0.0805428,-0.693129,-0.0759756,0.496918,0.516596,127.2,-0.48569,-2.50699,-2.67915,0.234991,0.679212,0.338035
127.3,-0.402509,-0.123965,-0.115086,-0.15302,0.849039,-0.202922,-0.463185,127.3,0.610097,1.42314,2.23053,-2.5893,-1.32701,-0.0169646
127.4,-0.402509,-0.123965,-0.115086,-0.15302,0.849039,-0.202922,-0.463185,127.4,0.610097,1.42314,2.23053,-2.5893,-1.32701,-0.0169646
127.5,-0.0145219,-0.150026,0.784785,0.135414,-0.10915,0.961467,0.21291,127.5,-1.87616,-1.64871,0.868336,2.03638,-2.81298,-2.06277
127.6,-0.0145219,-0.150026,0.784785,0.135414,-0.10915,0.961467,0.21291,127.6,-1.87616,-1.64871,0.868336,2.03638,-2.81298,-2.06277
127.7,-0.0145219,-0.150026,0.784785,0.135414,-0.10915,0.961467,0.21291,127.7,-1.87616,-1.64871,0.868336,2.03638,-2.81298,-2.06277
127.8,0.193272,0.151746,0.255519,0.713749,0.121901,-0.373008,0.580145,127.8,0.385159,0.189752,-2.15953,2.86136,2.09419,-0.950646
127.9,0.193272,0.151746,0.255519,0.713749,0.121901,-0.373008,0.580145,127.9,0.385159,0.189752,-2.15953,2.86136,2.09419,-0.950646
128,-0.0671034,0.11576,-0.320005,-0.381166,0.764158,0.107332,0.50917,128,-0.516478,0.587478,2.30844,-1.40366,2.1011,1.87113
128.1,-0.0671034,0.11576,-0.320005,-0.381166,0.764158,0.107332,0.50917,128.1,-0.516478,0.587478,2.30844,-1.40366,2.1011,1.87113
128.2,-0.226684,-0.526543,-0.370531,0.612366,0.518151,0.583059,0.128722,128.2,-2.08539,0.655336,-0.173416,0.307248,-2.18341,-0.685496
128.3,-0.226684,-0.526543,-0.370531,0.612366,0.518151,0.583059,0.128722,128.3,-2.08539,0.655336,-0.173416,0.307248,-2.18341,-0.685496
128.4,-0.181201,0.10009,-0.00886645,0.278441,0.693262,0.641171,0.17538,128.4,0.632088,2.20791,3.11457,1.35842,-0.298451,-1.83532
128.5,-0.181201,0.10009,-0.00886645,0.278441,0.693262,0.641171,0.17538,128.5,0.632088,2.20791,3.11457,1.35842,-0.298451,-1.83532
128.6,-0.181201,0.10009,-0.00886645,0.278441,0.693262,0.641171,0.17538,128.6,0.632088,2.20791,3.11457,1.35842,-0.298451,-1.83532
128.7,-0.0107316,0.0755737,-0.0612285,0.779265,-0.189509,0.594693,-0.0563284,128.7,0.317929,0.0364425,2.51139,-0.870849,-1.9968,2.65339
128.8,-0.0107316,0.0755737,-0.0612285,0.779265,-0.189509,0.594693,-0.0563284,128.8,0.317929,0.0364425,2.51139,-0.870849,-1.9968,2.65339
128.9,-0.463695,0.15418,0.456891,0.976385,-0.107571,-0.142503,0.121628,128.9,2.63642,-0.254469,-1.00091,0.992743,-1.81207,-0.344947
129,-0.463695,0.15418,0.456891,0.976385,-0.107571,-0.142503,0.121628,129,2.63642,-0.254469,-1.00091,0.992743,-1.81207,-0.344947
129.1,0.356143,0.253836,-0.468161,-0.205699,0.850697,-0.189238,0.445186,129.1,0.417832,1.03924,-0.497628,1.81835,1.8372,-2.63768
129.2,0.356143,0.253836,-0.468161,-0.205699,0.850697,-0.189238,0.445186,129.2,0.417832,1.03924,-0.497628,1.81835,1.8372,-2.63768
129.3,0.141842,-0.464312,0.630687,0.759726,-0.587164,0.276779,-0.0380576,129.3,2.16016,-1.58085,-1.10647,3.10515,-1.18438,0.260124
129.4,0.141842,-0.464312,0.630687,0.759726,-0.587164,0.276779,-0.0380576,129.4,2.16016,-1.58085,-1.10647,3.10515,-1.18438,0.260124
129.5,0.141842,-0.464312,0.630687,0.759726,-0.587164,0.276779,-0.0380576,129.5,2.16016,-1.58085,-1.10647,3.10515,-1.18438,0.260124
129.6,-0.345835,0.258754,0.3629,-0.245613,-0.615802,0.323217,0.675273,129.6,2.34928,0.246301,-2.08099,0.906035,2.14382,1.10773
129.7,-0.345835,0.258754,0.3629,-0.245613,-0.615802,0.323217,0.675273,129.7,2.34928,0.246301,-2.08099,0.906035,2.14382,1.10773
129.8,-0.12621,0.0184319,0.463603,0.111905,0.56838,-0.464722,0.669668,129.8,1.72662,-2.4561,1.85354,-0.464327,-1.41623,2.55851
129.9,-0.12621,0.0184319,0.463603,0.111905,0.56838,-0.464722,0.669668,129.9,1.72662,-2.4561,1.85354,-0.464327,-1.41623,2.55851
130,-0.762403,-0.0282718,-0.0273225,-0.0629552,0.771983,-0.460831,-0.433259,130,0.22808,2.91791,-0.135717,1.29811,1.12218,-2.40081
130.1,-0.762403,-0.0282718,-0.0273225,-0.0629552,0.771983,-0.460831,-0.433259,130.1,0.22808,2.91791,-0.135717,1.29811,1.12218,-2.40081
130.2,0.135565,-0.316643,-0.271644,-0.325916,0.40955,-0.0154112,0.851945,130.2,-1.66881,0.0402124,2.16142,2.1922,-0.809903,-2.02319
130.3,0.135565,-0.316643,-0.271644,-0.325916,0.40955,-0.0154112,0.851945,130.3,-1.66881,0.0402124,2.16142,2.1922,-0.809903,-2.02319
130.4,0.135565,-0.316643,-0.271644,-0.325916,0.40955,-0.0154112,0.851945,130.4,-1.66881,0.0402124,2.16142,2.1922,-0.809903,-2.02319
130.5,0.0853859,-0.122265,-0.69265,-0.654883,-0.321261,0.0726013,0.680182,130.5,2.41274,1.26481,0.770947,-1.07317,-2.71182,2.41965
130.6,0.0853859,-0.122265,-0.69265,-0.654883,-0.321261,0.0726013,0.680182,130.6,2.41274,1.26481,0.770947,-1.07317,-2.71182,2.41965
130.7,-0.156142,-0.0658465,-0.0772493,-0.367334,0.874946,0.0822298,-0.304588,130.7,1.43696,2.52521,-2.83811,0.869593,-1.1071,-0.701832
130.8,-0.156142,-0.0658465,-0.0772493,-0.367334,0.874946,0.0822298,-0.304588,130.8,1.43696,2.52521,-2.83811,0.869593,-1.1071,-0.701832
130.9,0.029552,0.506234,0.667367,-0.483215,-0.223437,0.349644,0.770927,130.9,-1.26795,-1.67635,-1.31067,-0.142,0.55292,-1.13349
131,0.029552,0.506234,0.667367,-0.483215,-0.223437,0.349644,0.770927,131,-1.26795,-1.67635,-1.31067,-0.142,0.55292,-1.13349
131.1,0.029552,0.506234,0.667367,-0.483215,-0.223437,0.349644,0.770927,131.1,-1.26795,-1.67635,-1.31067,-0.142,0.55292,-1.13349
131.2,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.2,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.3,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.3,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.4,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.4,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.5,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.5,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.6,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.6,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.7,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.7,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.8,0.243809,0.159077,0.717665,0.507722,0.806527,0.202763,-0.224989,131.8,-0.0364425,-1.98863,1.62923,-1.83532,0.776602,2.24058
131.9,-0.162362,0.132074,0.246828,0.0981064,0.896857,-0.430681,-0.0231605,131.9,1.3069,0.653451,-2.74575,-1.62358,0.0791681,-1.67761
132,-0.162362,0.132074,0.246828,0.0981064,0.896857,-0.430681,-0.0231605,132,1.3069,0.653451,-2.74575,-1.62358,0.0791681,-1.67761
132.1,-0.162362,0.132074,0.246828,0.0981064,0.896857,-0.430681,-0.0231605,132.1,1.3069,0.653451,-2.74575,-1.62358,0.0791681,-1.67761
132.2,0.0208015,-0.0298723,-0.125449,0.336979,0.882079,-0.314881,-0.0960869,132.2,-2.74827,2.82995,-2.3675,2.77465,-2.67727,-2.38635
132.3,0.0208015,-0.0298723,-0.125449,0.336979,0.882079,-0.314881,-0.0960869,132.3,-2.74827,2.82995,-2.3675,2.77465,-2.67727,-2.38635
132.4,0.628553,-0.502486,0.416503,-0.563662,0.810195,-0.151862,0.0529788,132.4,2.7068,-2.43222,-0.447991,-2.49003,-0.108071,-0.598159
132.5,0.628553,-0.502486,0.416503,-0.563662,0.810195,-0.151862,0.0529788,132.5,2.7068,-2.43222,-0.447991,-2.49003,-0.108071,-0.598159
132.6,0.157388,0.203661,0.241644,-0.606616,-0.218744,-0.149246,0.749596,132.6,-1.45519,2.78345,2.81235,2.37127,-0.537841,0.0653451
132.7,0.157388,0.203661,0.241644,-0.606616,-0.218744,-0.149246,0.749596,132.7,-1.45519,2.78345,2.81235,2.37127,-0.537841,0.0653451
132.8,0.446813,0.581143,-0.408882,-0.231441,-0.194359,0.708851,0.63733,132.8,0.671044,0.268292,0.54538,-0.669788,0.595018,2.41274
132.9,0.446813,0.581143,-0.408882,-0.231441,-0.194359,0.708851,0.63733,132.9,0.671044,0.268292,0.54538,-0.669788,0.595018,2.41274
133,0.446813,0.581143,-0.408882,-0.231441,-0.194359,0.708851,0.63733,133,0.671044,0.268292,0.54538,-0.669788,0.595018,2.41274
133.1,0.306587,-0.283907,0.293006,-0.505387,0.85534,-0.0243655,0.111284,133.1,2.86262,2.55097,1.91386,-0.647796,-0.268292,2.64082
133.2,0.306587,-0.283907,0.293006,-0.505387,0.85534,-0.0243655,0.111284,133.2,2.86262,2.55097,1.91386,-0.647796,-0.268292,2.64082
133.3,0.654966,0.478106,-0.129689,0.944364,0.281122,-0.147234,-0.0864281,133.3,-2.35871,3.11081,-0.760265,0.556062,1.40115,-2.84565
133.4,0.654966,0.478106,-0.129689,0.944364,0.281122,-0.147234,-0.0864281,133.4,-2.35871,3.11081,-0.760265,0.556062,1.40115,-2.84565
133.5,0.654966,0.478106,-0.129689,0.944364,0.281122,-0.147234,-0.0864281,133.5,-2.35871,3.11081,-0.760265,0.556062,1.40115,-2.84565
133.6,0.411991,-0.236815,0.140452,0.0404266,-0.172733,-0.680833,0.71063,133.6,-0.613867,1.03547,-1.95219,-2.54406,-2.4894,0.0458673
133.7,0.411991,-0.236815,0.140452,0.0404266,-0.172733,-0.680833,0.71063,133.7,-0.613867,1.03547,-1.95219,-2.54406,-2.4894,0.0458673
133.8,0.0936398,-0.0864165,-0.0531829,0.0463226,-0.0956419,0.535917,0.837556,133.8,2.62574,0.621407,2.65465,-1.32387,-2.91351,-1.20574
133.9,0.0936398,-0.0864165,-0.0531829,0.0463226,-0.0956419,0.535917,0.837556,133.9,2.62574,0.621407,2.65465,-1.32387,-2.91351,-1.20574
134,-0.165147,-0.0156265,0.0687783,0.755365,0.349712,0.543892,-0.10633,134,2.78282,-0.0973894,2.88398,1.91637,2.03073,-2.10989
134.1,-0.165147,-0.0156265,0.0687783,0.755365,0.349712,0.543892,-0.10633,134.1,2.78282,-0.0973894,2.88398,1.91637,2.03073,-2.10989
134.2,-0.165147,-0.0156265,0.0687783,0.755365,0.349712,0.543892,-0.10633,134.2,2.78282,-0.0973894,2.88398,1.91637,2.03073,-2.10989
134.3,0.303714,0.538325,-0.16661,0.812956,0.468444,-0.00706147,-0.34585,134.3,0.870849,1.17747,-1.71531,0.219283,1.50608,0.663504
134.4,0.303714,0.538325,-0.16661,0.812956,0.468444,-0.00706147,-0.34585,134.4,0.870849,1.17747,-1.71531,0.219283,1.50608,0.663504
134.5,0.158486,0.789311,0.369839,0.608752,0.143281,0.703935,-0.336701,134.5,1.24344,-0.617637,0.801734,-2.05397,1.63677,-0.552292
134.6,0.158486,0.789311,0.369839,0.608752,0.143281,0.703935,-0.336701,134.6,1.24344,-0.617637,0.801734,-2.05397,1.63677,-0.552292
134.7,-0.0741871,-0.0104295,-0.749105,-0.514407,-0.199097,0.591445,0.588165,134.7,2.82429,1.54566,-0.349973,0.187867,2.75078,-2.90786
134.8,-0.0741871,-0.0104295,-0.749105,-0.514407,-0.199097,0.591445,0.588165,134.8,2.82429,1.54566,-0.349973,0.187867,2.75078,-2.90786
134.9,-0.0741871,-0.0104295,-0.749105,-0.514407,-0.199097,0.591445,0.588165,134.9,2.82429,1.54566,-0.349973,0.187867,2.75078,-2.90786
135,-0.0438543,0.133645,0.344422,0.684284,0.174526,0.490522,0.510573,135,0.792938,-0.653451,-2.39075,2.51767,1.37665,-1.4621
135.1,-0.0438543,0.133645,0.344422,0.684284,0.174526,0.490522,0.510573,135.1,0.792938,-0.653451,-2.39075,2.51767,1.37665,-1.4621
135.2,-0.031694,0.609009,0.457962,-0.256734,0.941149,-0.210031,0.0649145,135.2,1.34272,-0.91923,1.07945,2.96064,0.764035,-2.68355
135.3,-0.031694,0.609009,0.457962,-0.256734,0.941149,-0.210031,0.0649145,135.3,1.34272,-0.91923,1.07945,2.96064,0.764035,-2.68355
135.4,0.0420175,0.415412,0.684225,0.917403,0.176381,-0.112636,0.338489,135.4,1.37539,-1.68578,1.36157,-2.15702,-2.58113,3.06117
135.5,0.0420175,0.415412,0.684225,0.917403,0.176381,-0.112636,0.338489,135.5,1.37539,-1.68578,1.36157,-2.15702,-2.58113,3.06117
135.6,0.0379162,0.243939,0.167946,-0.240608,0.263119,0.846444,-0.395486,135.6,-1.49163,-1.48786,-2.30216,-2.23304,2.25566,-2.26886
135.7,0.0379162,0.243939,0.167946,-0.240608,0.263119,0.846444,-0.395486,135.7,-1.49163,-1.48786,-2.30216,-2.23304,2.25566,-2.26886
135.8,0.0379162,0.243939,0.167946,-0.240608,0.263119,0.846444,-0.395486,135.8,-1.49163,-1.48786,-2.30216,-2.23304,2.25566,-2.26886
135.9,0.138706,-0.0854762,-0.544647,-0.117785,-0.273299,0.330567,0.895634,135.9,-1.7417,1.84537,-0.787911,2.58365,1.03421,-0.716283
136,0.138706,-0.0854762,-0.544647,-0.117785,-0.273299,0.330567,0.895634,136,-1.7417,1.84537,-0.787911,2.58365,1.03421,-0.716283
136.1,-0.113209,-0.0253615,-0.618704,0.247652,0.319771,0.818582,0.407846,136.1,2.17084,1.68955,-0.184097,1.491,-1.58776,0.820584
136.2,-0.113209,-0.0253615,-0.618704,0.247652,0.319771,0.818582,0.407846,136.2,2.17084,1.68955,-0.184097,1.491,-1.58776,0.820584
136.3,-0.0451964,0.0289917,0.124025,0.899035,0.132048,0.253452,0.331755,136.3,1.31256,0.314788,2.96818,-0.68738,-2.35368,1.94213
136.4,-0.0451964,0.0289917,0.124025,0.899035,0.132048,0.253452,0.331755,136.4,1.31256,0.314788,2.96818,-0.68738,-2.35368,1.94213
136.5,-0.275615,0.00486401,0.111454,0.179336,0.169457,0.900996,0.356832,136.5,0.741416,-1.83406,-2.89529,-0.115611,-0.20546,2.16456
136.6,-0.275615,0.00486401,0.111454,0.179336,0.169457,0.900996,0.356832,136.6,0.741416,-1.83406,-2.89529,-0.115611,-0.20546,2.16456
136.7,0.141022,-0.259824,0.227934,-0.679862,-0.154837,0.0605319,0.714248,136.7,2.17398,2.8067,2.35996,1.56137,-2.81298,2.02256
136.8,0.141022,-0.259824,0.227934,-0.679862,-0.154837,0.0605319,0.714248,136.8,2.17398,2.8067,2.35996,1.56137,-2.81298,2.02256
136.9,0.141022,-0.259824,0.227934,-0.679862,-0.154837,0.0605319,0.714248,136.9,2.17398,2.8067,2.35996,1.56137,-2.81298,2.02256
137,0.0297374,-0.121111,0.104632,0.598787,0.574091,-0.551624,0.0870918,137,-1.93711,-1.28742,2.59433,0.804248,2.05083,-2.84503
137.1,0.0297374,-0.121111,0.104632,0.598787,0.574091,-0.551624,0.0870918,137.1,-1.93711,-1.28742,2.59433,0.804248,2.05083,-2.84503
137.2,0.10289,0.427017,0.189227,-0.187415,-0.49408,0.801872,0.278858,137.2,0.883416,-1.4288,2.33734,-2.38133,-0.0251327,-2.78219
137.3,0.10289,0.427017,0.189227,-0.187415,-0.49408,0.801872,0.278858,137.3,0.883416,-1.4288,2.33734,-2.38133,-0.0251327,-2.78219
137.4,0.455983,0.117858,-0.219704,0.0860869,-0.0305595,0.747134,0.658367,137.4,-0.155823,1.54189,-1.59781,-2.52458,0.322956,-0.468726
137.5,0.455983,0.117858,-0.219704,0.0860869,-0.0305595,0.747134,0.658367,137.5,-0.155823,1.54189,-1.59781,-2.52458,0.322956,-0.468726
